sampleID	plotID	name	day	month	year	time	weather	air_temp_c	notes	plot_name	expt_code	site_type	rep	plant	treatment	time_zone	latitude	longitude	altitude	site_name	city	state	country	soil_name	number_cores	SPNL_date	pH	lime_index	P_ppm	K_ppm	Ca_ppm	Mg_ppm	organic_matter	NO3N_ppm	NH4_ppm	soil_moisture_percent	soil_temp_10cm	plant_name	LDMC_mg_per_g	nitrogen_percent	carbon_percent	carbon_per_nitrogen	height_mean_cm	mass_per_leaf_g	date_phenology_assessed	phenology_emergence	phenology_leaves_full_size	phenology_herbivore_damage	phenology_open_flowers	phenology_ripe_seeds	phenology_leaf_wilting	phenology_canopy_closed	phenology_senescence	phenology_full_leaf_loss	nucleic_acid_name	date_of_extraction	nucleic_acid_type	replicate_extraction	source	source_mass	extraction_method	elution_vol_ul	concentration_ng_per_ul	ratio_260_280	conc_ng_per_g_source	extracted_by	sequence_name	sequencing_date	conc_sent_ng_per_ul	sequencing_type	sequencing_facility	primers	submitted_for_sequencing	sequencing_successful	duplicate_submitted	dup_sequencing_name	exclude_from_analysis	sampling_date	time_numeric	date	precipitation	Air_temp_mean	air_temp_max	Air_Temp_Min	Air_Pressure	RH	AH	Wind_Speed_Mean	Wind_Direction_Mean	Solar_Radiation	PAR	soil_temp_5_cm_bare_avg	soil_temp_5_cm_sod_avg	Year
69	16	G6R1_NF_20JUN2016	20	6	2016	12:05	sunny/hazy windy, 29C	34.4	NA	G6R1_NF	BCSE	Agricultural	1	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R1_NF_20JUN2016	6	2017-10-10	5.9	72	23	51	798	134	2.8	0.4	3.8	7.99	24.8	G6R1_NF_20JUN2016	247	1.6338	44.912	27.49	213	2.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R1_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.82	Benzyl Chloride 	190	20.1		656.2	SH Lee	G6R1_NF_20JUN2016_LD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
69	16	G6R1_NF_20JUN2016	20	6	2016	12:05	sunny/hazy windy, 29C	34.4	NA	G6R1_NF	BCSE	Agricultural	1	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R1_NF_20JUN2016	6	2017-10-10	5.9	72	23	51	798	134	2.8	0.4	3.8	7.99	24.8	G6R1_NF_20JUN2016	247	1.6338	44.912	27.49	213	2.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R1_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.82	Benzyl Chloride 	190	20.1		656.2	SH Lee	G6R1_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
69	16	G6R1_NF_20JUN2016	20	6	2016	12:05	sunny/hazy windy, 29C	34.4	NA	G6R1_NF	BCSE	Agricultural	1	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R1_NF_20JUN2016	6	2017-10-10	5.9	72	23	51	798	134	2.8	0.4	3.8	7.99	24.8	G6R1_NF_20JUN2016	247	1.6338	44.912	27.49	213	2.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R1_NF_20JUN2016_SD1		DNA	1	soil	0.26	Mobio Powersoil	100	19.3		7423.1	SH Lee	G6R1_NF_20JUN2016_SD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
70	17	G6R2_NF_20JUN2016	20	6	2016	12:50	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R2_NF	BCSE	Agricultural	2	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R2_NF_20JUN2016	6	2017-10-10	6.2	71	20	51	865	141	2.7	0.7	4.7	8.24	23.5	G6R2_NF_20JUN2016	270	1.912	45.2745	23.68	213	2.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R2_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.01	Benzyl Chloride 	190	31.8		1206	SH Lee	G6R2_NF_20JUN2016_LD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
70	17	G6R2_NF_20JUN2016	20	6	2016	12:50	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R2_NF	BCSE	Agricultural	2	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R2_NF_20JUN2016	6	2017-10-10	6.2	71	20	51	865	141	2.7	0.7	4.7	8.24	23.5	G6R2_NF_20JUN2016	270	1.912	45.2745	23.68	213	2.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R2_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.01	Benzyl Chloride 	190	31.8		1206	SH Lee	G6R2_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
70	17	G6R2_NF_20JUN2016	20	6	2016	12:50	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R2_NF	BCSE	Agricultural	2	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R2_NF_20JUN2016	6	2017-10-10	6.2	71	20	51	865	141	2.7	0.7	4.7	8.24	23.5	G6R2_NF_20JUN2016	270	1.912	45.2745	23.68	213	2.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R2_NF_20JUN2016_SD1		DNA	1	soil	0.26	Mobio Powersoil	100	22.6		8692.3	SH Lee	G6R2_NF_20JUN2016_SD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	N	N	NA	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
70	17	G6R2_NF_20JUN2016	20	6	2016	12:50	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R2_NF	BCSE	Agricultural	2	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R2_NF_20JUN2016	6	2017-10-10	6.2	71	20	51	865	141	2.7	0.7	4.7	8.24	23.5	G6R2_NF_20JUN2016	270	1.912	45.2745	23.68	213	2.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R2_NF_20JUN2016_SD2	9/5/17	DNA	2	soil	0.25	Mobio Powersoil	100	21.95	1.95	8780	KL Grady	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
71	18	G6R3_NF_20JUN2016	20	6	2016	13:38	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R3_NF	BCSE	Agricultural	3	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R3_NF_20JUN2016	6	2017-10-10	6.4	73	18	54	1073	171	2.6	0.7	2.5	7.19	22.9	G6R3_NF_20JUN2016	312	1.7584	45.6862	25.98	213	2.553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R3_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.1	Benzyl Chloride 	190	26.13		973.5	SH Lee	G6R3_NF_20JUN2016_LD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
71	18	G6R3_NF_20JUN2016	20	6	2016	13:38	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R3_NF	BCSE	Agricultural	3	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R3_NF_20JUN2016	6	2017-10-10	6.4	73	18	54	1073	171	2.6	0.7	2.5	7.19	22.9	G6R3_NF_20JUN2016	312	1.7584	45.6862	25.98	213	2.553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R3_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.1	Benzyl Chloride 	190	26.13		973.5	SH Lee	G6R3_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
71	18	G6R3_NF_20JUN2016	20	6	2016	13:38	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R3_NF	BCSE	Agricultural	3	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R3_NF_20JUN2016	6	2017-10-10	6.4	73	18	54	1073	171	2.6	0.7	2.5	7.19	22.9	G6R3_NF_20JUN2016	312	1.7584	45.6862	25.98	213	2.553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R3_NF_20JUN2016_SD1		DNA	1	soil	0.26	Mobio Powersoil	100	17.9		6884.6	SH Lee	G6R3_NF_20JUN2016_SD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
72	19	G6R4_NF_20JUN2016	20	6	2016	14:21	sunny/hazy windy, cloudy, 29C	27.9	NA	G6R4_NF	BCSE	Agricultural	4	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R4_NF_20JUN2016	6	2017-10-10	6.3	70	27	68	939	162	2.8	1.1	5.3	9.73	20.8	G6R4_NF_20JUN2016	273	1.9355	45.1923	23.35	213	2.856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R4_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.4	Benzyl Chloride 	190	37.4		1315.9	SH Lee	G6R4_NF_20JUN2016_LD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
72	19	G6R4_NF_20JUN2016	20	6	2016	14:21	sunny/hazy windy, cloudy, 29C	27.9	NA	G6R4_NF	BCSE	Agricultural	4	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R4_NF_20JUN2016	6	2017-10-10	6.3	70	27	68	939	162	2.8	1.1	5.3	9.73	20.8	G6R4_NF_20JUN2016	273	1.9355	45.1923	23.35	213	2.856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R4_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.4	Benzyl Chloride 	190	37.4		1315.9	SH Lee	G6R4_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
72	19	G6R4_NF_20JUN2016	20	6	2016	14:21	sunny/hazy windy, cloudy, 29C	27.9	NA	G6R4_NF	BCSE	Agricultural	4	miscanthus	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G6R4_NF_20JUN2016	6	2017-10-10	6.3	70	27	68	939	162	2.8	1.1	5.3	9.73	20.8	G6R4_NF_20JUN2016	273	1.9355	45.1923	23.35	213	2.856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G6R4_NF_20JUN2016_SD1		DNA	1	soil	0.26	Mobio Powersoil	100	27.1		10423.1	SH Lee	G6R4_NF_20JUN2016_SD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016
73	1	G5R1_MAIN_12JUL2016	12	7	2016	11:20	38.7 C sunny, windy	32.2	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_12JUL2016	6	2017-03-18	6	70	32	80	736	107	2.3	7.8	4.3	5.7	24.4	G5R1_MAIN_12JUL2016	322	1.3709	45.0752	32.88	162.56	1.014	7/15/16	t	f	f	f	f	f	t	f	f	G5R1_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.41	Benzyl Chloride 	190	34.2		1201.1	SH Lee	G5R1_MAIN_12JUL2016_LD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
73	1	G5R1_MAIN_12JUL2016	12	7	2016	11:20	38.7 C sunny, windy	32.2	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_12JUL2016	6	2017-03-18	6	70	32	80	736	107	2.3	7.8	4.3	5.7	24.4	G5R1_MAIN_12JUL2016	322	1.3709	45.0752	32.88	162.56	1.014	7/15/16	t	f	f	f	f	f	t	f	f	G5R1_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.41	Benzyl Chloride 	190	34.2		1201.1	SH Lee	G5R1_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	Y	G5R1_MAIN_12JUL2016_LD2_MG	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
73	1	G5R1_MAIN_12JUL2016	12	7	2016	11:20	38.7 C sunny, windy	32.2	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_12JUL2016	6	2017-03-18	6	70	32	80	736	107	2.3	7.8	4.3	5.7	24.4	G5R1_MAIN_12JUL2016	322	1.3709	45.0752	32.88	162.56	1.014	7/15/16	t	f	f	f	f	f	t	f	f	G5R1_MAIN_12JUL2016_LR1	1/30/17	RNA	1	phyllosphere	19.86	Benzyl Chloride 	30	348.66	2.08	526.7	KL Grady	G5R1_MAIN_12JUL2016_LR1_MT		40	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	Y	G5R1_MAIN_12JUL2016_LR1_MT_pilot	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
73	1	G5R1_MAIN_12JUL2016	12	7	2016	11:20	38.7 C sunny, windy	32.2	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_12JUL2016	6	2017-03-18	6	70	32	80	736	107	2.3	7.8	4.3	5.7	24.4	G5R1_MAIN_12JUL2016	322	1.3709	45.0752	32.88	162.56	1.014	7/15/16	t	f	f	f	f	f	t	f	f	G5R1_MAIN_12JUL2016_SD1		DNA	1	soil	0.26	Mobio Powersoil	100	28.6		11000	SH Lee	G5R1_MAIN_12JUL2016_SD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
73	1	G5R1_MAIN_12JUL2016	12	7	2016	11:20	38.7 C sunny, windy	32.2	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_12JUL2016	6	2017-03-18	6	70	32	80	736	107	2.3	7.8	4.3	5.7	24.4	G5R1_MAIN_12JUL2016	322	1.3709	45.0752	32.88	162.56	1.014	7/15/16	t	f	f	f	f	f	t	f	f	G5R1_MAIN_12JUL2016_LD2	4/21/17	DNA	2	phyllosphere	6.7	Benzyl Chloride	190	42		0	KL Grady	G5R1_MAIN_12JUL2016_LD2_MG		5.59	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	N	Y	G5R1_MAIN_12JUL2016_LD1_MG	Y	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
74	2	G5R2_MAIN_12JUL2016	12	7	2016	11:57	38.7 C sunny, windy	33.6	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_12JUL2016	6	2017-03-18	6.4	71	20	66	700	104	2.6	5.4	10.9	7.5	25.4	G5R2_MAIN_12JUL2016	342	1.3342	45.2078	33.88	162.56	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.18	Benzyl Chloride 	190	23.93		877.7	SH Lee	G5R2_MAIN_12JUL2016_LD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
74	2	G5R2_MAIN_12JUL2016	12	7	2016	11:57	38.7 C sunny, windy	33.6	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_12JUL2016	6	2017-03-18	6.4	71	20	66	700	104	2.6	5.4	10.9	7.5	25.4	G5R2_MAIN_12JUL2016	342	1.3342	45.2078	33.88	162.56	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.18	Benzyl Chloride 	190	23.93		877.7	SH Lee	G5R2_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
74	2	G5R2_MAIN_12JUL2016	12	7	2016	11:57	38.7 C sunny, windy	33.6	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_12JUL2016	6	2017-03-18	6.4	71	20	66	700	104	2.6	5.4	10.9	7.5	25.4	G5R2_MAIN_12JUL2016	342	1.3342	45.2078	33.88	162.56	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_12JUL2016_LR1	5/9/17	RNA	1	phyllosphere	8.2	Benzyl Chloride 	30	338.15	2.08	1237.1	KL Grady	G5R2_MAIN_12JUL2016_LR1_MT		40	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
74	2	G5R2_MAIN_12JUL2016	12	7	2016	11:57	38.7 C sunny, windy	33.6	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_12JUL2016	6	2017-03-18	6.4	71	20	66	700	104	2.6	5.4	10.9	7.5	25.4	G5R2_MAIN_12JUL2016	342	1.3342	45.2078	33.88	162.56	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_12JUL2016_SD1		DNA	1	soil	0.26	Mobio Powersoil	100	18.1		6961.5	SH Lee	G5R2_MAIN_12JUL2016_SD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
75	3	G5R3_MAIN_12JUL2016	12	7	2016	13:08	38.7 C sunny, windy	31.4	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_12JUL2016	6	2017-03-18	5.9	69	19	79	820	119	3.1	3.2	4.9	5.8	25.5	G5R3_MAIN_12JUL2016	344	1.447	45.3191	31.32	162.56	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.8	Benzyl Chloride 	190	56.07		1836.8	SH Lee	G5R3_MAIN_12JUL2016_LD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
75	3	G5R3_MAIN_12JUL2016	12	7	2016	13:08	38.7 C sunny, windy	31.4	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_12JUL2016	6	2017-03-18	5.9	69	19	79	820	119	3.1	3.2	4.9	5.8	25.5	G5R3_MAIN_12JUL2016	344	1.447	45.3191	31.32	162.56	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.8	Benzyl Chloride 	190	56.07		1836.8	SH Lee	G5R3_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
75	3	G5R3_MAIN_12JUL2016	12	7	2016	13:08	38.7 C sunny, windy	31.4	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_12JUL2016	6	2017-03-18	5.9	69	19	79	820	119	3.1	3.2	4.9	5.8	25.5	G5R3_MAIN_12JUL2016	344	1.447	45.3191	31.32	162.56	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_12JUL2016_LR1	5/9/17	RNA	1	phyllosphere	9.3	Benzyl Chloride 	30	376.92	2.11	1215.9	KL Grady	G5R3_MAIN_12JUL2016_LR1_MT		40	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
75	3	G5R3_MAIN_12JUL2016	12	7	2016	13:08	38.7 C sunny, windy	31.4	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_12JUL2016	6	2017-03-18	5.9	69	19	79	820	119	3.1	3.2	4.9	5.8	25.5	G5R3_MAIN_12JUL2016	344	1.447	45.3191	31.32	162.56	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_12JUL2016_SD1		DNA	1	soil	0.26	Mobio Powersoil	100	18.2		7000	SH Lee	G5R3_MAIN_12JUL2016_SD1		1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
76	4	G5R4_MAIN_12JUL2016	12	7	2016	13:45	38.7 C sunny, windy	33.1	shows signs of infection	G5R4_MAIN	BCSE	Agricultural	4	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_MAIN_12JUL2016	6	2017-03-18	6.5	71	38	122	726	119	2.6	7.4	6.8	4.8	29.5	G5R4_MAIN_12JUL2016	336	1.0099	33.8473	33.52	162.56	1.051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.65	Benzyl Chloride 	190	6.22		209.2	SH Lee	G5R4_MAIN_12JUL2016_LD1		0.622	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	Y	G5R4_MAIN_12JUL2016_LD2	Y	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
76	4	G5R4_MAIN_12JUL2016	12	7	2016	13:45	38.7 C sunny, windy	33.1	shows signs of infection	G5R4_MAIN	BCSE	Agricultural	4	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_MAIN_12JUL2016	6	2017-03-18	6.5	71	38	122	726	119	2.6	7.4	6.8	4.8	29.5	G5R4_MAIN_12JUL2016	336	1.0099	33.8473	33.52	162.56	1.051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.65	Benzyl Chloride 	190	6.22		209.2	SH Lee	G5R4_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016
